Drug_ID,Gene_ID,Disease_ID
692,35,5260
692,35,2241
1057,1250,4553
1057,1250,2340
1057,1250,2827
1057,1250,2793
1057,1250,741
1057,1250,4273
1057,1250,3052
1057,1250,399
1057,1250,3060
1057,1250,2025
1015,124,4630
1015,124,4678
1254,65,284
1254,65,415
1254,65,5660
1241,17,765
1241,17,4229
1241,17,5290
1241,17,1708
1241,17,5087
1241,17,3136
1241,17,5355
146,356,4298
146,356,5107
146,356,5664
837,565,389
837,565,3007
837,565,5311
284,654,5186
284,654,4693
284,654,5518
284,654,610
284,654,5526
1754,74,3705
285,21,3070
329,1713,3602
329,1713,1725
1301,325,53
1301,325,3471
1301,325,4838
514,65,284
514,65,415
514,65,5660
2269,106,1501
1565,171,2509
1565,171,5061
1565,171,1753
3290,290,2356
1920,8,5185
1920,8,5148
1920,8,847
1558,65,284
1558,65,415
1558,65,5660
173,945,107
56,591,2840
356,56,2443
356,56,5586
356,56,4313
356,56,2612
356,56,5284
356,56,5661
2684,58,4237
2684,58,2097
3293,145,5356
44,1715,3135
44,1715,3140
1207,534,5638
1814,74,3705
1650,434,4016
1650,434,4308
663,17,765
663,17,4229
663,17,5290
663,17,1708
663,17,5087
663,17,3136
663,17,5355
2,226,1675
2,226,5396
2,226,5513
735,74,3705
2936,1436,2450
668,145,5356
183,55,4977
594,69,2608
594,69,3880
387,1624,685
387,1624,4931
692,45,5634
692,45,3146
240,169,5371
363,291,1048
1168,329,159
1168,329,4837
1665,89,5105
1665,89,5474
463,1719,5644
89,21,3070
3297,1118,3373
2147,57,2085
2147,57,2521
2147,57,4813
189,100,3292
3302,370,4952
3302,370,2232
3043,21,3070
2036,1598,2466
1006,213,2471
818,100,3292
3305,933,1151
3305,933,4793
3306,290,2356
2794,1721,2031
3307,177,1888
3308,89,5105
3308,89,5474
1624,67,1301
357,1724,2475
357,1724,1959
357,1724,2408
3311,1559,3036
3311,1559,3811
3311,1559,1764
3312,6,4293
3313,356,4298
3313,356,5107
3313,356,5664
146,8,5185
146,8,5148
146,8,847
2276,74,3705
3199,286,4939
1633,55,4977
400,46,5486
767,17,765
767,17,4229
767,17,5290
767,17,1708
767,17,5087
767,17,3136
767,17,5355
3318,26,2638
3318,26,3272
3318,26,5259
2850,145,5356
624,89,5105
624,89,5474
3319,370,4952
3319,370,2232
440,1327,1666
440,1327,2300
440,1327,1220
2630,1725,626
2630,1725,1404
1145,98,2904
2,179,5089
2,179,315
2,179,4500
2,179,4836
2,179,3850
2,179,903
2,179,2888
2,179,290
1627,17,765
1627,17,4229
1627,17,5290
1627,17,1708
1627,17,5087
1627,17,3136
1627,17,5355
3320,1422,4846
3320,1422,631
3320,1422,1150
559,459,5117
559,459,3258
559,459,928
610,0,657
610,0,1201
610,0,669
568,169,5371
2663,326,5344
402,48,2661
402,48,4640
402,48,4966
1636,8,5185
1636,8,5148
1636,8,847
227,328,4784
1905,65,284
1905,65,415
1905,65,5660
859,17,765
859,17,4229
859,17,5290
859,17,1708
859,17,5087
859,17,3136
859,17,5355
3322,359,4451
187,70,1637
3324,177,1888
3325,246,965
974,261,5443
888,534,5638
168,250,4097
168,250,5240
168,250,1055
2513,57,2085
2513,57,2521
2513,57,4813
1119,74,3705
1591,48,2661
1591,48,4640
1591,48,4966
2863,915,3137
2109,1728,3244
735,1671,4862
735,1671,4956
157,1629,2274
2246,52,2050
1011,281,3319
1011,281,5555
1011,281,2131
1011,281,216
680,1292,2744
3332,453,20
3332,453,5675
2646,679,1283
2646,679,2204
2646,679,5015
2646,679,852
2646,679,2654
2646,679,5619
2646,679,2161
2646,679,843
2646,679,1424
2646,679,4631
2646,679,224
564,65,284
564,65,415
564,65,5660
1552,21,3070
2513,17,765
2513,17,4229
2513,17,5290
2513,17,1708
2513,17,5087
2513,17,3136
2513,17,5355
80,241,805
80,241,3924
80,241,3618
80,241,4752
80,241,2289
80,241,4226
80,241,4326
80,241,4841
80,241,5404
80,241,5527
496,57,2085
496,57,2521
496,57,4813
1065,977,4655
1065,977,1172
1065,977,5653
1065,977,484
263,206,4231
1922,17,765
1922,17,4229
1922,17,5290
1922,17,1708
1922,17,5087
1922,17,3136
1922,17,5355
815,1733,5094
3338,210,2709
3339,17,765
3339,17,4229
3339,17,5290
3339,17,1708
3339,17,5087
3339,17,3136
3339,17,5355
673,57,2085
673,57,2521
673,57,4813
3043,391,5062
3043,391,5010
3043,391,5419
3043,391,1503
3043,391,1491
3341,1535,995
3342,480,3045
54,413,5132
3343,130,3499
240,100,3292
1225,8,5185
1225,8,5148
1225,8,847
819,363,2377
819,363,55
3344,130,3499
496,48,2661
496,48,4640
496,48,4966
1270,21,3070
3346,962,1454
3347,290,2356
1702,56,2443
1702,56,5586
1702,56,4313
1702,56,2612
1702,56,5284
1702,56,5661
2329,179,5089
2329,179,315
2329,179,4500
2329,179,4836
2329,179,3850
2329,179,903
2329,179,2888
2329,179,290
3348,439,4777
3348,439,1568
3348,439,1669
3348,439,98
3348,439,5595
3348,439,2221
3348,439,582
191,353,5522
2142,57,2085
2142,57,2521
2142,57,4813
620,213,2471
3349,171,2509
3349,171,5061
3349,171,1753
271,565,389
271,565,3007
271,565,5311
710,534,5638
3352,1027,3221
1770,547,705
1770,547,1140
1770,547,4415
1770,547,4046
1770,547,2394
1770,547,1629
1770,547,4744
565,226,1675
565,226,5396
565,226,5513
2027,17,765
2027,17,4229
2027,17,5290
2027,17,1708
2027,17,5087
2027,17,3136
2027,17,5355
39,17,765
39,17,4229
39,17,5290
39,17,1708
39,17,5087
39,17,3136
39,17,5355
1861,241,805
1861,241,3924
1861,241,3618
1861,241,4752
1861,241,2289
1861,241,4226
1861,241,4326
1861,241,4841
1861,241,5404
1861,241,5527
584,17,765
584,17,4229
584,17,5290
584,17,1708
584,17,5087
584,17,3136
584,17,5355
592,8,5185
592,8,5148
592,8,847
20,221,2432
3354,290,2356
1042,17,765
1042,17,4229
1042,17,5290
1042,17,1708
1042,17,5087
1042,17,3136
1042,17,5355
173,1737,5583
173,1737,1079
173,1737,777
2304,467,5585
2304,467,3922
1456,434,4016
1456,434,4308
506,8,5185
506,8,5148
506,8,847
3355,518,4112
357,22,2101
357,22,4178
357,22,2385
357,22,4291
351,57,2085
351,57,2521
351,57,4813
956,57,2085
956,57,2521
956,57,4813
3356,518,4112
620,326,5344
614,328,4784
3358,17,765
3358,17,4229
3358,17,5290
3358,17,1708
3358,17,5087
3358,17,3136
3358,17,5355
692,221,2432
2646,789,5048
2646,789,3868
2646,789,4495
2646,789,5296
2646,789,5130
2646,789,3000
2646,789,4782
2646,789,1966
2646,789,2882
2646,789,2730
2646,789,5621
3359,290,2356
1419,57,2085
1419,57,2521
1419,57,4813
663,57,2085
663,57,2521
663,57,4813
3360,1137,1526
1392,256,1754
1392,256,4038
819,1189,5047
819,1189,5054
3362,1739,3399
136,57,2085
136,57,2521
136,57,4813
627,286,4939
3363,17,765
3363,17,4229
3363,17,5290
3363,17,1708
3363,17,5087
3363,17,3136
3363,17,5355
246,17,765
246,17,4229
246,17,5290
246,17,1708
246,17,5087
246,17,3136
246,17,5355
3365,445,3268
135,17,765
135,17,4229
135,17,5290
135,17,1708
135,17,5087
135,17,3136
135,17,5355
5,21,3070
1735,56,2443
1735,56,5586
1735,56,4313
1735,56,2612
1735,56,5284
1735,56,5661
1273,50,2106
574,1582,2923
225,394,4511
1784,118,3422
549,1744,504
549,1744,5599
549,1744,3193
580,544,979
360,17,765
360,17,4229
360,17,5290
360,17,1708
360,17,5087
360,17,3136
360,17,5355
3373,370,4952
3373,370,2232
3158,46,5486
3375,363,2377
3375,363,55
964,261,5443
3378,290,2356
696,394,4511
359,69,2608
359,69,3880
2816,712,1199
818,56,2443
818,56,5586
818,56,4313
818,56,2612
818,56,5284
818,56,5661
927,124,4630
927,124,4678
147,537,4964
147,537,4924
147,537,311
147,537,1688
3381,1748,136
1624,21,3070
451,57,2085
451,57,2521
451,57,4813
359,6,4293
1415,58,4237
1415,58,2097
1920,17,765
1920,17,4229
1920,17,5290
1920,17,1708
1920,17,5087
1920,17,3136
1920,17,5355
2235,1375,4842
2235,1375,5564
3349,233,3176
2436,8,5185
2436,8,5148
2436,8,847
1132,8,5185
1132,8,5148
1132,8,847
2684,166,2004
2684,166,5466
254,1750,5153
254,1750,2629
320,1751,2311
1656,509,3866
1656,509,4409
1656,509,3801
1656,509,2557
404,245,1386
30,124,4630
30,124,4678
2989,1266,2265
2989,1266,3698
719,48,2661
719,48,4640
719,48,4966
440,51,3384
440,51,3761
440,51,1205
440,51,3793
3387,52,2050
762,53,3928
762,53,5211
754,392,4105
2545,273,1518
3389,1375,4842
3389,1375,5564
1211,865,3242
1211,865,1965
3390,985,1916
3390,985,1531
3390,985,3288
683,1755,5314
3391,722,2648
3392,145,5356
3394,456,1429
470,935,4584
449,17,765
449,17,4229
449,17,5290
449,17,1708
449,17,5087
449,17,3136
449,17,5355
681,1671,4862
681,1671,4956
1882,273,1518
989,261,5443
918,8,5185
918,8,5148
918,8,847
191,17,765
191,17,4229
191,17,5290
191,17,1708
191,17,5087
191,17,3136
191,17,5355
167,1757,1567
1207,290,2356
3395,290,2356
3396,136,220
1404,169,5371
2673,8,5185
2673,8,5148
2673,8,847
339,1315,2441
339,1315,534
3397,1761,1179
3397,1761,2803
3398,544,979
371,56,2443
371,56,5586
371,56,4313
371,56,2612
371,56,5284
371,56,5661
115,394,4511
539,45,5634
539,45,3146
1619,353,5522
2187,1764,3363
2187,1764,2664
3403,200,5383
1207,213,2471
1026,1361,1390
3404,370,4952
3404,370,2232
1885,17,765
1885,17,4229
1885,17,5290
1885,17,1708
1885,17,5087
1885,17,3136
1885,17,5355
1418,261,5443
441,67,1301
2494,56,2443
2494,56,5586
2494,56,4313
2494,56,2612
2494,56,5284
2494,56,5661
2589,241,805
2589,241,3924
2589,241,3618
2589,241,4752
2589,241,2289
2589,241,4226
2589,241,4326
2589,241,4841
2589,241,5404
2589,241,5527
680,392,4105
3409,8,5185
3409,8,5148
3409,8,847
1650,169,5371
46,17,765
46,17,4229
46,17,5290
46,17,1708
46,17,5087
46,17,3136
46,17,5355
2147,8,5185
2147,8,5148
2147,8,847
2738,17,765
2738,17,4229
2738,17,5290
2738,17,1708
2738,17,5087
2738,17,3136
2738,17,5355
3411,391,5062
3411,391,5010
3411,391,5419
3411,391,1503
3411,391,1491
3413,518,4112
16,560,5571
764,261,5443
1213,57,2085
1213,57,2521
1213,57,4813
34,70,1637
3416,1769,4033
3416,1769,150
3417,655,2853
1792,290,2356
3419,902,3196
3419,902,1705
3401,57,2085
3401,57,2521
3401,57,4813
1630,57,2085
1630,57,2521
1630,57,4813
79,261,5443
213,286,4939
559,160,4277
559,160,3094
559,160,5408
559,160,2298
559,160,5023
559,160,3662
2886,0,657
2886,0,1201
2886,0,669
3421,537,4964
3421,537,4924
3421,537,311
3421,537,1688
3422,1639,648
284,1770,3838
3425,124,4630
3425,124,4678
3427,26,2638
3427,26,3272
3427,26,5259
3428,192,1739
608,74,3705
3372,177,1888
1148,1771,3214
2565,17,765
2565,17,4229
2565,17,5290
2565,17,1708
2565,17,5087
2565,17,3136
2565,17,5355
626,145,5356
768,100,3292
1630,1266,2265
1630,1266,3698
213,8,5185
213,8,5148
213,8,847
673,77,5628
673,77,5484
572,329,159
572,329,4837
325,169,5371
3430,291,1048
3045,256,1754
3045,256,4038
3431,366,1853
3431,366,2477
562,392,4105
2550,359,4451
1554,17,765
1554,17,4229
1554,17,5290
1554,17,1708
1554,17,5087
1554,17,3136
1554,17,5355
1981,286,4939
2327,21,3070
3435,144,2755
3435,144,2047
392,1671,4862
392,1671,4956
292,57,2085
292,57,2521
292,57,4813
1324,786,4228
2791,17,765
2791,17,4229
2791,17,5290
2791,17,1708
2791,17,5087
2791,17,3136
2791,17,5355
299,1775,5601
484,70,1637
428,1776,3024
2761,48,2661
2761,48,4640
2761,48,4966
659,35,5260
659,35,2241
2871,123,2747
1418,179,5089
1418,179,315
1418,179,4500
1418,179,4836
1418,179,3850
1418,179,903
1418,179,2888
1418,179,290
1168,221,2432
1624,57,2085
1624,57,2521
1624,57,4813
92,534,5638
307,57,2085
307,57,2521
307,57,4813
3441,574,3549
1922,48,2661
1922,48,4640
1922,48,4966
121,639,2836
66,17,765
66,17,4229
66,17,5290
66,17,1708
66,17,5087
66,17,3136
66,17,5355
1508,21,3070
3442,549,3396
3442,549,4758
57,241,805
57,241,3924
57,241,3618
57,241,4752
57,241,2289
57,241,4226
57,241,4326
57,241,4841
57,241,5404
57,241,5527
496,106,1501
2140,1093,3225
332,48,2661
332,48,4640
332,48,4966
3443,370,4952
3443,370,2232
1784,106,1501
1821,17,765
1821,17,4229
1821,17,5290
1821,17,1708
1821,17,5087
1821,17,3136
1821,17,5355
496,56,2443
496,56,5586
496,56,4313
496,56,2612
496,56,5284
496,56,5661
592,509,3866
592,509,4409
592,509,3801
592,509,2557
2342,58,4237
2342,58,2097
1933,8,5185
1933,8,5148
1933,8,847
668,55,4977
2684,286,4939
3447,92,591
174,56,2443
174,56,5586
174,56,4313
174,56,2612
174,56,5284
174,56,5661
935,943,2633
369,706,721
369,706,2038
2187,56,2443
2187,56,5586
2187,56,4313
2187,56,2612
2187,56,5284
2187,56,5661
146,100,3292
3449,962,1454
750,958,4367
750,958,3952
2879,177,1888
283,1092,3366
283,1092,3847
1388,57,2085
1388,57,2521
1388,57,4813
3450,1780,986
3451,192,1739
892,48,2661
892,48,4640
892,48,4966
3453,1422,4846
3453,1422,631
3453,1422,1150
1839,57,2085
1839,57,2521
1839,57,4813
636,17,765
636,17,4229
636,17,5290
636,17,1708
636,17,5087
636,17,3136
636,17,5355
3455,52,2050
158,0,657
158,0,1201
158,0,669
2851,51,3384
2851,51,3761
2851,51,1205
2851,51,3793
213,89,5105
213,89,5474
857,868,1293
857,868,3697
857,868,851
3137,8,5185
3137,8,5148
3137,8,847
2147,21,3070
152,59,1417
152,59,1979
311,221,2432
2800,275,2219
2800,275,2069
256,439,4777
256,439,1568
256,439,1669
256,439,98
256,439,5595
256,439,2221
256,439,582
3036,1236,3103
3460,125,271
3462,764,276
196,325,53
196,325,3471
196,325,4838
3463,1634,4350
2673,17,765
2673,17,4229
2673,17,5290
2673,17,1708
2673,17,5087
2673,17,3136
2673,17,5355
22,192,1739
121,996,2155
3465,871,720
3465,871,3405
3465,871,2725
392,6,4293
2062,171,2509
2062,171,5061
2062,171,1753
950,221,2432
308,57,2085
308,57,2521
308,57,4813
1388,8,5185
1388,8,5148
1388,8,847
2593,74,3705
2416,558,1713
2416,558,5361
2416,558,5181
2416,558,4721
2416,558,5622
2416,558,5162
2416,558,1112
2416,558,2659
370,404,1711
3468,1784,481
3468,1784,1573
20,45,5634
20,45,3146
396,985,1916
396,985,1531
396,985,3288
9,17,765
9,17,4229
9,17,5290
9,17,1708
9,17,5087
9,17,3136
9,17,5355
409,1057,3114
3469,1000,4903
3469,1000,4869
3469,1000,4210
636,887,4373
614,179,5089
614,179,315
614,179,4500
614,179,4836
614,179,3850
614,179,903
614,179,2888
614,179,290
3472,370,4952
3472,370,2232
86,662,3383
371,459,5117
371,459,3258
371,459,928
1288,1422,4846
1288,1422,631
1288,1422,1150
1269,56,2443
1269,56,5586
1269,56,4313
1269,56,2612
1269,56,5284
1269,56,5661
892,17,765
892,17,4229
892,17,5290
892,17,1708
892,17,5087
892,17,3136
892,17,5355
322,1292,2744
3476,549,3396
3476,549,4758
1044,275,2219
1044,275,2069
3479,1057,3114
1032,56,2443
1032,56,5586
1032,56,4313
1032,56,2612
1032,56,5284
1032,56,5661
459,456,1429
286,185,2137
966,933,1151
966,933,4793
3480,250,4097
3480,250,5240
3480,250,1055
3481,92,591
943,261,5443
501,8,5185
501,8,5148
501,8,847
2476,55,4977
3111,74,3705
119,118,3422
3484,53,3928
3484,53,5211
1225,17,765
1225,17,4229
1225,17,5290
1225,17,1708
1225,17,5087
1225,17,3136
1225,17,5355
1025,453,20
1025,453,5675
559,57,2085
559,57,2521
559,57,4813
2007,518,4112
3389,848,1962
3486,17,765
3486,17,4229
3486,17,5290
3486,17,1708
3486,17,5087
3486,17,3136
3486,17,5355
3048,57,2085
3048,57,2521
3048,57,4813
3487,928,2771
185,877,1859
1053,35,5260
1053,35,2241
3488,246,965
616,74,3705
213,356,4298
213,356,5107
213,356,5664
469,56,2443
469,56,5586
469,56,4313
469,56,2612
469,56,5284
469,56,5661
3491,56,2443
3491,56,5586
3491,56,4313
3491,56,2612
3491,56,5284
3491,56,5661
3492,1590,296
3492,1590,856
532,57,2085
532,57,2521
532,57,4813
608,1292,2744
544,1373,3686
544,1373,5391
3495,1226,2185
1068,137,1387
3497,628,1580
19,48,2661
19,48,4640
19,48,4966
3500,394,4511
3106,391,5062
3106,391,5010
3106,391,5419
3106,391,1503
3106,391,1491
1735,48,2661
1735,48,4640
1735,48,4966
1523,112,1141
1523,112,3721
1523,112,2159
1523,112,1212
2819,58,4237
2819,58,2097
944,74,3705
226,905,5480
3044,615,2463
3044,615,4209
459,57,2085
459,57,2521
459,57,4813
94,123,2747
1059,130,3499
1809,1182,5200
1809,1182,5639
1809,1182,9
3505,1784,481
3505,1784,1573
2694,56,2443
2694,56,5586
2694,56,4313
2694,56,2612
2694,56,5284
2694,56,5661
950,70,1637
1652,230,353
2269,8,5185
2269,8,5148
2269,8,847
493,8,5185
493,8,5148
493,8,847
2689,56,2443
2689,56,5586
2689,56,4313
2689,56,2612
2689,56,5284
2689,56,5661
741,356,4298
741,356,5107
741,356,5664
24,1139,1242
24,1139,5606
24,1139,5285
24,1139,5447
24,1139,1511
3508,843,5003
2488,256,1754
2488,256,4038
1058,549,3396
1058,549,4758
1686,56,2443
1686,56,5586
1686,56,4313
1686,56,2612
1686,56,5284
1686,56,5661
1439,459,5117
1439,459,3258
1439,459,928
3516,1672,3852
2030,169,5371
1031,70,1637
2961,250,4097
2961,250,5240
2961,250,1055
463,1798,5403
2352,1799,4943
2352,1799,5532
2352,1799,968
2352,1799,4847
1978,8,5185
1978,8,5148
1978,8,847
314,89,5105
314,89,5474
1978,67,1301
1652,179,5089
1652,179,315
1652,179,4500
1652,179,4836
1652,179,3850
1652,179,903
1652,179,2888
1652,179,290
353,250,4097
353,250,5240
353,250,1055
1978,145,5356
2135,465,2573
2135,465,5459
2135,465,5354
2135,465,5388
544,1111,5263
714,1388,1431
284,100,3292
38,77,5628
38,77,5484
544,1805,1658
3521,497,913
3521,497,5348
3521,497,4159
3521,497,769
3522,714,2039
3523,290,2356
2269,509,3866
2269,509,4409
2269,509,3801
2269,509,2557
366,17,765
366,17,4229
366,17,5290
366,17,1708
366,17,5087
366,17,3136
366,17,5355
1657,67,1301
667,171,2509
667,171,5061
667,171,1753
2947,1373,3686
2947,1373,5391
2697,977,4655
2697,977,1172
2697,977,5653
2697,977,484
3525,1809,3621
1830,17,765
1830,17,4229
1830,17,5290
1830,17,1708
1830,17,5087
1830,17,3136
1830,17,5355
2110,356,4298
2110,356,5107
2110,356,5664
823,1291,2485
823,1291,2487
3401,145,5356
1814,17,765
1814,17,4229
1814,17,5290
1814,17,1708
1814,17,5087
1814,17,3136
1814,17,5355
1221,1623,5581
1221,1623,5113
974,118,3422
3531,300,3255
3531,300,27
3531,300,1088
3531,300,5384
857,57,2085
857,57,2521
857,57,4813
3532,722,2648
294,1810,1552
294,1810,752
294,1810,2530
3533,67,1301
2909,629,1956
2909,629,2134
3534,1811,2533
440,29,902
440,29,1679
440,29,2303
1856,654,5186
1856,654,4693
1856,654,5518
1856,654,610
1856,654,5526
3536,125,271
89,8,5185
89,8,5148
89,8,847
160,1268,2630
2791,124,4630
2791,124,4678
629,56,2443
629,56,5586
629,56,4313
629,56,2612
629,56,5284
629,56,5661
3537,755,4791
283,352,5530
283,352,2361
158,1588,4001
3538,1810,1552
3538,1810,752
3538,1810,2530
1437,933,1151
1437,933,4793
189,74,3705
3539,26,2638
3539,26,3272
3539,26,5259
782,57,2085
782,57,2521
782,57,4813
620,70,1637
710,329,159
710,329,4837
685,1021,5158
685,1021,1967
685,1021,2804
3540,1668,4485
1144,834,2619
18,208,5151
18,208,1661
1141,65,284
1141,65,415
1141,65,5660
3543,701,4024
3543,701,3055
3544,596,3565
353,267,5254
3549,539,2549
3550,65,284
3550,65,415
3550,65,5660
3551,723,4184
3551,723,899
3551,723,5612
3551,723,1322
3551,723,252
3552,1764,3363
3552,1764,2664
359,207,871
359,207,5051
314,8,5185
314,8,5148
314,8,847
3553,55,4977
1145,35,5260
1145,35,2241
2342,207,871
2342,207,5051
46,56,2443
46,56,5586
46,56,4313
46,56,2612
46,56,5284
46,56,5661
1006,221,2432
440,179,5089
440,179,315
440,179,4500
440,179,4836
440,179,3850
440,179,903
440,179,2888
440,179,290
3557,17,765
3557,17,4229
3557,17,5290
3557,17,1708
3557,17,5087
3557,17,3136
3557,17,5355
784,639,2836
3558,65,284
3558,65,415
3558,65,5660
7,213,2471
1261,1290,754
1119,45,5634
1119,45,3146
3286,290,2356
1479,221,2432
2906,1144,2480
2906,1144,3106
2906,1144,3885
3562,701,4024
3562,701,3055
1770,1819,5547
1770,1819,4919
1770,1819,877
2088,46,5486
2118,261,5443
1225,74,3705
3564,1093,3225
404,56,2443
404,56,5586
404,56,4313
404,56,2612
404,56,5284
404,56,5661
3318,145,5356
3566,125,271
3567,1172,3420
3568,192,1739
3569,798,345
279,55,4977
905,325,53
905,325,3471
905,325,4838
320,1585,5662
1543,352,5530
1543,352,2361
1249,8,5185
1249,8,5148
1249,8,847
398,48,2661
398,48,4640
398,48,4966
3572,1585,5662
1168,8,5185
1168,8,5148
1168,8,847
627,6,4293
3574,564,4685
3575,278,4032
3575,278,3003
3575,278,5220
3575,278,4589
3575,278,4115
1515,746,3303
778,639,2836
632,1824,4628
2367,17,765
2367,17,4229
2367,17,5290
2367,17,1708
2367,17,5087
2367,17,3136
2367,17,5355
1995,74,3705
1418,56,2443
1418,56,5586
1418,56,4313
1418,56,2612
1418,56,5284
1418,56,5661
83,124,4630
83,124,4678
404,139,1929
339,17,765
339,17,4229
339,17,5290
339,17,1708
339,17,5087
339,17,3136
339,17,5355
2102,100,3292
3577,817,31
779,169,5371
173,54,2071
173,54,5365
1304,759,124
995,1771,3214
1100,56,2443
1100,56,5586
1100,56,4313
1100,56,2612
1100,56,5284
1100,56,5661
2994,300,3255
2994,300,27
2994,300,1088
2994,300,5384
1361,261,5443
542,8,5185
542,8,5148
542,8,847
63,100,3292
57,639,2836
2382,699,615
2382,699,38
943,21,3070
3582,246,965
196,106,1501
423,499,2094
423,499,3346
542,273,1518
425,456,1429
782,124,4630
782,124,4678
251,261,5443
902,290,2356
595,56,2443
595,56,5586
595,56,4313
595,56,2612
595,56,5284
595,56,5661
572,213,2471
456,1827,2610
3585,177,1888
615,8,5185
615,8,5148
615,8,847
392,286,4939
583,70,1637
3587,326,5344
3588,356,4298
3588,356,5107
3588,356,5664
370,8,5185
370,8,5148
370,8,847
173,778,4388
173,778,3974
1768,759,124
23,8,5185
23,8,5148
23,8,847
542,17,765
542,17,4229
542,17,5290
542,17,1708
542,17,5087
542,17,3136
542,17,5355
3589,297,1826
329,1829,1026
1349,286,4939
3591,1067,2865
3591,1067,1735
7,329,159
7,329,4837
1957,433,2494
1957,433,4376
1957,433,4579
3593,48,2661
3593,48,4640
3593,48,4966
597,56,2443
597,56,5586
597,56,4313
597,56,2612
597,56,5284
597,56,5661
306,366,1853
306,366,2477
1006,70,1637
2290,356,4298
2290,356,5107
2290,356,5664
1413,765,542
284,456,1429
1413,67,1301
237,456,1429
1267,8,5185
1267,8,5148
1267,8,847
596,118,3422
2833,169,5371
176,8,5185
176,8,5148
176,8,847
3601,1382,4385
3601,1382,3620
995,433,2494
995,433,4376
995,433,4579
3602,1833,4792
1730,6,4293
884,459,5117
884,459,3258
884,459,928
124,74,3705
3603,192,1739
3604,453,20
3604,453,5675
187,221,2432
620,329,159
620,329,4837
289,8,5185
289,8,5148
289,8,847
3607,56,2443
3607,56,5586
3607,56,4313
3607,56,2612
3607,56,5284
3607,56,5661
288,8,5185
288,8,5148
288,8,847
515,534,5638
1145,288,2782
1145,288,667
2591,56,2443
2591,56,5586
2591,56,4313
2591,56,2612
2591,56,5284
2591,56,5661
189,56,2443
189,56,5586
189,56,4313
189,56,2612
189,56,5284
189,56,5661
3614,106,1501
2436,6,4293
3615,391,5062
3615,391,5010
3615,391,5419
3615,391,1503
3615,391,1491
494,169,5371
2258,57,2085
2258,57,2521
2258,57,4813
2550,112,1141
2550,112,3721
2550,112,2159
2550,112,1212
213,207,871
213,207,5051
1820,493,825
1820,493,2368
1820,493,379
696,207,871
696,207,5051
3622,457,5587
2580,8,5185
2580,8,5148
2580,8,847
936,790,4360
3624,493,825
3624,493,2368
3624,493,379
1980,125,271
907,57,2085
907,57,2521
907,57,4813
1814,21,3070
382,790,4360
419,100,3292
337,125,271
30,848,1962
3626,125,271
81,212,1583
81,212,1695
81,212,2342
3627,130,3499
1518,207,871
1518,207,5051
33,17,765
33,17,4229
33,17,5290
33,17,1708
33,17,5087
33,17,3136
33,17,5355
1657,56,2443
1657,56,5586
1657,56,4313
1657,56,2612
1657,56,5284
1657,56,5661
3629,65,284
3629,65,415
3629,65,5660
7,534,5638
879,445,3268
173,1838,5608
173,1838,4158
1830,241,805
1830,241,3924
1830,241,3618
1830,241,4752
1830,241,2289
1830,241,4226
1830,241,4326
1830,241,4841
1830,241,5404
1830,241,5527
2947,1839,2062
996,1137,1526
440,53,3928
440,53,5211
1663,221,2432
2305,766,1631
91,553,601
91,553,541
1566,21,3070
695,8,5185
695,8,5148
695,8,847
2783,21,3070
2229,144,2755
2229,144,2047
3635,290,2356
440,711,1241
440,711,530
440,711,1382
1128,786,4228
1413,48,2661
1413,48,4640
1413,48,4966
766,8,5185
766,8,5148
766,8,847
2144,17,765
2144,17,4229
2144,17,5290
2144,17,1708
2144,17,5087
2144,17,3136
2144,17,5355
73,125,271
1357,57,2085
1357,57,2521
1357,57,4813
280,1844,3039
38,57,2085
38,57,2521
38,57,4813
218,1629,2274
3637,985,1916
3637,985,1531
3637,985,3288
667,55,4977
450,864,3310
450,864,3324
2051,17,765
2051,17,4229
2051,17,5290
2051,17,1708
2051,17,5087
2051,17,3136
2051,17,5355
729,83,3400
3639,89,5105
3639,89,5474
196,70,1637
86,1847,5195
2128,1118,3373
1066,17,765
1066,17,4229
1066,17,5290
1066,17,1708
1066,17,5087
1066,17,3136
1066,17,5355
488,67,1301
1499,67,1301
3641,241,805
3641,241,3924
3641,241,3618
3641,241,4752
3641,241,2289
3641,241,4226
3641,241,4326
3641,241,4841
3641,241,5404
3641,241,5527
3642,1333,5617
3642,1333,1561
3642,1333,2284
1846,1024,2293
1943,8,5185
1943,8,5148
1943,8,847
2989,1079,5199
2989,1079,44
458,742,4727
362,261,5443
669,391,5062
669,391,5010
669,391,5419
669,391,1503
669,391,1491
423,112,1141
423,112,3721
423,112,2159
423,112,1212
888,45,5634
888,45,3146
673,21,3070
3647,537,4964
3647,537,4924
3647,537,311
3647,537,1688
3648,56,2443
3648,56,5586
3648,56,4313
3648,56,2612
3648,56,5284
3648,56,5661
289,394,4511
3649,571,2068
3649,571,809
1998,57,2085
1998,57,2521
1998,57,4813
226,17,765
226,17,4229
226,17,5290
226,17,1708
226,17,5087
226,17,3136
226,17,5355
3651,17,765
3651,17,4229
3651,17,5290
3651,17,1708
3651,17,5087
3651,17,3136
3651,17,5355
918,17,765
918,17,4229
918,17,5290
918,17,1708
918,17,5087
918,17,3136
918,17,5355
432,902,3196
432,902,1705
217,1715,3135
217,1715,3140
44,1852,1108
44,1852,4320
148,17,765
148,17,4229
148,17,5290
148,17,1708
148,17,5087
148,17,3136
